계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링
코코,"종종 스핀으로 질문 들어오는 
페리페라 봄과 여름의 서사 치크&립조합 ˚ෆ*₊ 


예뿌니까 꼬옥 같이 써봐주기..",372,0,"2,630","['종종', '스핀', '질문', '들어오다', '페리페라', '여름', '서사', '크립', '조합', '예뿌', '니까', '꼬옥', '같이', '써다', '보다']",0,종종 스핀 질문 들어오다 페리페라 여름 서사 크립조합 예뿌 니까 꼬옥 같이 써다 보다,
코코,"홀리카 홀리카 룰루 ˚ෆ*₊ 
이것 뭐예요<< 가 절로 나오는 광택&색감..",418,0,"2,630","['리카', '리카', '룰루', '예요', '가다', '절로', '나오다', '광택', '색감']",0,리카 리카 룰루 예요 가다 절로 나오다 광택 색감,
코코,"가을 느낌 물씬 핑크 베이지 메이크업튜토리얼 ˚ෆ*₊ 


제 최애 디어미 활용법 가져왔숩니당
펄이 넘 예뻐요..",315,0,"2,630","['가을', '느낌', '물씬', '핑크', '베이지', '메이크업', '튜토리얼', '최애', '어미', '활용', '가져오다', '넘다', '예쁘다']",0,가을 느낌 물씬 핑크 베이지 메이크업 튜토리얼 최애어미 활용 가져오다 넘다 예쁘다,
코코,"양각이 넘 기여운 
롬앤 마이치어리 가든 활용법 튜토리얼 ˚ෆ*₊",222,0,"2,630","['양각', '넘다', '여운', '롬앤', '마이', '치다', '가든', '활용', '튜토리얼']",0,양각 넘다 여운 롬앤 마이 치다 가든 활용 튜토리얼,
코코,"스핀 요청 주셨던
다크써클 커버 & 언더 트임 (애교살, 삼각존)
튜토리얼 타래 ˚ෆ*₊",365,0,"2,630","['스핀', '요청', '주다', '다크', '써클', '커버', '트이다', '애교살', '튜토리얼', '타래']",,스핀 요청 주다 다크 써클 커버 트이다 애교살 튜토리얼 타래,1.0
코코,노바님 트윗 보고 핑크 쥴레 + 뮬리 쥴레 섞발했는데 개이쁨 ( ˃̣̣̣̣o˂̣̣̣̣ )  두개 꼭같이 발라보세요,339,0,"2,630","['노바', '트윗', '보고', '핑크', '쥴레', '뮬리', '쥴레', '섞다', '이쁘다', '같이', '발라', '보다']",,노바 트윗 보고 핑크 쥴레 뮬리 쥴레 섞다 이쁘다 같이 발라 보다,0.0
코코,"바닐라코 베일링 ˚ෆ*₊ 


잃어버렸던 여쿨라 자아 되찾음 ..
뽀용하고 예쁘다",266,0,"2,630","['바닐라코', '베일', '잃어버리다', '자아', '되찾다', '뽀용', '하고', '예쁘다']",,바닐라코 베일 잃어버리다 자아 되찾다 뽀용 하고 예쁘다,0.0
코코,"#제품제공


페리페라 떡이당 컬렉션 미리보기 
오버 블러 틴트 06 쿨탕코팅
넘 예뻐서 먼저 홀라당 발색 말아왔어요",322,0,"2,630","['페리페라', '컬렉션', '미리보기', '오버', '블러', '틴트', '쿨탕', '코팅', '넘다', '예쁘다', '먼저', '홀라당', '발색', '오다', '#제품제공']",0,페리페라 컬렉션 미리보기 오버 블러 틴트 쿨탕 코팅넘다 예쁘다 먼저 홀라당 발색 오다 #제품제공,
코코,"어뮤즈 복숭아슈도 예쁜데
왜 내가 사랑하는 것들은 자꾸 단종의길로….",248,0,"2,630","['어뮤즈', '복숭아', '슈도', '예쁘다', '사랑', '자꾸', '단종']",0,어뮤즈 복숭아 슈도 예쁘다 사랑 자꾸 단종,
코코,당도 100% 복숭아립,187,0,"2,630",['복숭아'],0,복숭아,
코코,"느좋립 
롬앤 모브 빈즈 바를 날씨다!!!!!",304,0,"2,630","['느좋립', '롬앤', '모브', '바르다', '날씨']",0,느좋립 롬앤 모브 바르다 날씨,
코코,"애교살 전용 펜슬 쓰다가 갈아탄 환승템(?)들


근데 웬만한 팔레트에 애교살에 바를만한 컬러 있으니까 롬앤 그레이 쿨 or 컨실러, 브러쉬만 있어도 될 거 같아요 


특히 애교살 바를 때 팁브러쉬 강추!! 애교살 쉬머펄 바르면 날림 없이 딱 붙어있음",320,0,"2,630","['애교살', '전용', '펜슬', '쓰다', '갈아타다', '환승', '근데', '웬만하다', '팔레트', '애교살', '바르다', '컬러', '롬앤', '그레이', '컨실러', '브러쉬', '되다', '같다', '특히', '애교살', '바르다', '브러쉬', '강추', '애교살', '쉬머펄', '바르다', '날림', '없이', '붙다']",,애교살 전용 펜슬 쓰다 갈아타다 환승 근데 웬만하다팔레트 애교살 바르다 컬러 롬앤 그레이 컨실러 브러쉬 되다 같다 특히 애교살 바르다 브러쉬 강추 애교살 쉬머펄 바르다 날림 없이 붙다,0.0
코코,"제 찐 데일리 팔레트는 요겁니다


페리페라 어? 핑크 너 지금 라벤더 하는?
청순 st 여쿨 컬러 연한 맛에 데일리로막 쓰기 좋음 (막 발라도 망할 일 없음)",299,0,"2,630","['찌다', '일리', '팔레트', '겁니다', '페리페라', '핑크', '지금', '라벤더', '청순', '컬러', '연한', '일리', '쓰기', '좋다', '발라', '망하다', '없다']",,찌다 일리 팔레트 겁니다 페리페라 핑크 지금 라벤더청순 컬러 연한 일리 쓰기 좋다 발라 망하다 없다,0.0
코코,"요번 가을에 잘 쓸 거 같은 립 조합˚ෆ*₊ 


클리오 남산 복숭아 핑크
+ 페리페라 최애의 로즈(제품제공)",335,0,"2,630","['가을', '자다', '쓸다', '같다', '조합', '클리오', '남산', '복숭아', '핑크', '페리페라', '최애', '제품', '제공']",,가을 자다 쓸다 같다 조합 클리오 남산 복숭아 핑크페리페라 최애 제품 제공,0.0
코코,요즘 빠진 쉬어한 느낌의 펄 블러셔˚ෆ*₊,296,0,"2,630","['요즘', '빠지다', '쉬다', '느낌', '블러셔']",0,요즘 빠지다 쉬다 느낌 블러셔,
코코,"에스쁘아 애프리콧미 
튜토리얼 들고 왔숩니다.. ˚ෆ*₊",278,0,"2,630","['에스쁘', '프리', '콧미', '튜토리얼', '들다', '왔숩니']",0,에스쁘 프리 콧미 튜토리얼 들다 왔숩니,
코코,"이게 쫌 더 실물이랑 비슷한 느낌 
진짜 예뽀요..",256,0,"2,630","['실물', '이랑', '비슷하다', '느낌', '진짜', '예뽀']",0,실물 이랑 비슷하다 느낌 진짜 예뽀,
코코,"예쁜 거 + 예쁜 거 = 더 예쁜 거


홀리카 헤이 버니 + 어퓨 pk07
제발 츄라이..",281,0,"2,630","['예쁘다', '예쁘다', '예쁘다', '거홀', '리카', '헤이', '버니', '어퓨', '제발', '라이']",,예쁘다 예쁘다 예쁘다 거홀 리카 헤이 버니 어퓨 제발 라이,0.0
코코,하트퍼센트 쿨 뮤즈 패싯 활용법 ˚ෆ*₊,143,0,"2,630","['하트', '퍼센트', '뮤즈', '패싯', '활용']",0,하트 퍼센트 뮤즈 패싯 활용,
코코,"쿨블렌딩이랑 비교 발색


쿨블렌딩보다 모브 베어(제품제공)가전체적으로 더 모브빛으로 쿨해요!
그리구 질감도 모브 베어가 훨 맑고 덜텁텁함",218,0,"2,630","['쿨블렌딩', '이랑', '비교', '발색쿨블렌딩', '보다', '모브', '베다', '제품', '제공', '전체', '모브빛', '쿨하다', '그리다', '질감', '모브', '베다', '맑다', '텁텁함']",,쿨블렌딩 이랑 비교 발색쿨블렌딩 보다 모브 베다 제품 제공 전체 모브빛 쿨하다 그리다 질감 모브 베다맑다 텁텁함,0.0
코코,"별 거 없는
왓츠인마이백 


저는 그날 바른 립 + 수정용 쿠션 + 투쿨 바른날엔 투쿨까지만 들고 다니는데 다들 외출할 때 화장품 얼마나 챙기시는지 궁금..",146,0,"2,630","['없다', '왓츠', '마이', '그날', '바르다', '수정', '쿠션', '투쿨', '바른', '투쿨', '까지만', '들다', '다니다', '들다', '외출', '화장품', '얼마나', '챙기다', '궁금']",,없다 왓츠 마이 그날 바르다 수정 쿠션 투쿨 바른 투쿨 까지만 들다 다니다 들다 외출 화장품 얼마나 챙기다 궁금,1.0
코코,"봄웜 데일리 코랄 메이크업 튜토리얼˚ෆ*₊ 
コーラルカラーメイクのチュートリアル


밀크터치 투데이 시리얼 보울 활용법
ミルクタッチ トゥデイ シリアルボウル how to",181,0,"2,630","['봄웜', '일리', '코랄', '메이크업', '튜토리얼', '밀크', '터치', '투데이', '시리얼', '보다', '활용']",,봄웜 일리 코랄 메이크업 튜토리얼 밀크 터치 투데이시리얼 보다 활용,0.0
코코,"클리오 허그 블러 틴트 마이 리틀 베리˚ෆ*₊ 


내 취향 저격한 폭닥한 느낌의 청순 핑크..  
패키지도 너무 기여움 !!
겨울에 바르면 포근해 보이고 예쁠 거같아여",198,0,"2,630","['클리오', '허그', '블러', '틴트', '마이', '리틀', '베리', '취향', '저격', '폭닥', '느낌', '청순', '핑크', '패키지', '너무', '기여', '겨울', '바르다', '포근하다', '보이', '예쁘다', '같다']",,클리오 허그 블러 틴트 마이 리틀 베리 취향 저격 폭닥 느낌 청순 핑크 패키지 너무 기여 겨울 바르다 포근하다 보이 예쁘다 같다,0.0
코코,"Vdl 치크스테인 블러셔 모브 헤이즈˚ෆ*₊ 
차분한듯 뽀용함 넘 예뿌다",150,0,"2,630","['치크스테', '블러셔', '모브', '헤이즈', '차분하다', '뽀용함', '넘다', '예뿌']",0,치크스테 블러셔 모브 헤이즈 차분하다 뽀용함 넘다예뿌,
코코,"뮤드 바닐라 티 라떼 ˚ෆ*₊ 
뮤트톤 제대로 말아줬는데요..
색감이 미쳤음 (positive)",283,0,"2,630","['뮤드', '바닐라', '라떼', '뮤트', '제대로', '주다', '색감', '미치다']",0,뮤드 바닐라 라떼 뮤트 제대로 주다 색감 미치다,
코코,"쉬머 애교살 ver ˚ෆ*₊ 
페리페라 봄과 여름의 서사 활용법 튜토리얼",135,0,"2,630","['쉬머', '애교살', '페리페라', '여름', '서사', '활용', '튜토리얼']",0,쉬머 애교살 페리페라 여름 서사 활용 튜토리얼,
코코,"미지근 핑크 복숭아 


>> 어퓨 pk07",230,0,"2,630","['미지', '핑크', '복숭아', '어퓨']",0,미지 핑크 복숭아 어퓨,
코코,"#광고 #RT이벤트 
러블리한데 힙해.. 힙한데 사랑스러워..


#RT 추첨 3분께 10/1에 올리브영 온/오프라인에 출시되는 (10/1~10/4 출시 기념 특가 진행)
필리밀리x헬로키티 쿨키치 에디션 중한 제품을 보내드립니다!


필리밀리 기존 베스트 셀러 제품부터소장욕구 자극하는 증정품까지",3000,0,"2,630","['러블리한데', '힙해', '힙한데', '사랑스럽다', '추첨', '올리브영', '오프라인', '출시', '되다', '출시', '기념', '진행', '피다', '밀리', '헬로키티', '키치', '에디', '제품', '보내다', '드리다', '피다', '밀리', '기존', '베스트', '셀러', '제품', '소장', '욕구', '자극', '증정', '#광고', '#RT이벤트', '#RT']",0,러블리한데 힙해 힙한데 사랑스럽다 추첨 올리브영오프라인 출시 되다 출시 기념 진행 피다 밀리 헬로키티 키치 에디 제품 보내다 드리다 피다 밀리 기존베스트 셀러 제품 소장 욕구 자극 증정 #광고 #RT이벤트 #RT,
코코,"투크 워터프루프 슬림 아이라이너 
도화 핑크 기획 ˚ෆ*₊ 


증정 때문에 샀는데 예뿌네요.. 오특끝나기 전에 호다닥 올려봅니다",173,0,"2,630","['크다', '워터', '프루프', '슬림', '아이라이너', '도화', '핑크', '기획', '증정', '때문', '사다', '오특', '끝나다', '호다닥', '올리다', '보다']",,크다 워터 프루프 슬림 아이라이너 도화 핑크 기획증정 때문 사다 오특 끝나다 호다닥 올리다 보다,0.0
스투,추워지기 전에。。내 취향 폭닥 니트 모음 zip,3500,0,"5,682","['추워지다', '취향', '폭닥', '니트', '모음']",0,추워지다 취향 폭닥 니트 모음,
스투,"후드의 계절이 왔도다 ~
 내 취향 후드티 위시 모음 zip",2900,0,"5,682","['후드', '계절', '오다', '취향', '후드', '위시', '모음']",0,후드 계절 오다 취향 후드 위시 모음,
스투,"자라에서 산 데님 자켓 도착 。。
 ㄴ 가을은 언제 도착하나요",2400,0,"5,682","['자라', '데님', '자켓', '도착', '가을', '언제', '도착', '하나요']",0,자라 데님 자켓 도착 가을 언제 도착 하나요,
스투,"도토리 숲에서 아리에티 집게 샀다 - !!!
 작은 사이즈 밖에 없었지만.. 오히려 귀여워^.^♡",6000,0,"5,682","['도토리', '리에티', '집게', '사다', '작다', '사이즈', '밖에', '없다', '오히려', '귀엽다']",,도토리 리에티 집게 사다 작다 사이즈 밖에 없다 오히려 귀엽다,0.0
스투,"많이 물어보셔서 캐릭터 도트아트, 아스키아트 모음 zip & 어떻게 저장하고 생성하는 쥐 。。
 정보성 블로그 썼어용 
 
 https://m.blog.naver.com/pinks2oda/223536071827…",3000,0,"5,682","['많이', '물어보다', '캐릭터', '도트', '아트', '아스키아트', '모음', '어떻다', '저장', '하고', '성하다', '정보', '블로그', '써다']",,많이 물어보다 캐릭터 도트 아트 아스키아트 모음 어떻다 저장 하고 성하다 정보 블로그 써다,0.0
스투,"대구여행 느낌 좋았던
 식당 .. 카페 .. 소품샵 .. 기록 ..",4500,0,"5,682","['대구', '여행', '느낌', '좋다', '식당', '카페', '소품', '기록']",,대구 여행 느낌 좋다 식당 카페 소품 기록,0.0
스투,"핑크 지갑 추천해달라는 분이 계셔서
 쫌쫌따리 모아뒀던 위시리스트 털기 
 
 디자이너 브랜드 위주",3200,0,"5,682","['핑크', '지갑', '추천', '해달라다', '계시다', '쫌쫌', '따리', '모으다', '두다', '위시', '리스트', '털다', '디자이너', '브랜드', '위주']",,핑크 지갑 추천 해달라다 계시다 쫌쫌 따리 모으다 두다 위시 리스트 털다 디자이너 브랜드 위주,1.0
스투,"당고가 이천원인 여름 코타츠 카페 
 인천 코타츠",5900,0,"5,682","['당고', '이천원', '여름', '코타츠', '카페', '인천', '코타츠']",0,당고 이천원 여름 코타츠 카페 인천 코타츠,
스투,"일본 여행 중에 돈키호테에서 친구랑
 치이카와 하치와레 마스크팩 사서
 붙이려고 뜯었는데 아 웃겨 .. ㅋ ㅜ ㅜ",6600,0,"5,682","['일본', '여행', '돈키호테', '친구', '치이다', '하치', '마스크', '사서', '붙이다', '뜯다', '웃기다']",,일본 여행 돈키호테 친구 치이다 하치 마스크 사서 붙이다 뜯다 웃기다,1.0
스투,"파일은 천원짜리 다이소 제품 (품번 1038996) 
 수집벽과 기록벽은 아부지 유전이에요 。。",2600,0,"5,682","['파일', '천원', '다이소', '제품', '품번', '수집', '기록', '아부지', '유전', '이에요']",,파일 천원 다이소 제품 품번 수집 기록 아부지 유전 이에요,1.0
스투,수집벽 있는 이의 연애법 。。,1500,0,"5,682","['수집', '이의', '연애']",,수집 이의 연애,0.0
스투,드디어 가을티디 네장 모앗다,838,0,"5,682","['드디어', '가을', '티디', '앗다']",0,드디어 가을 티디 앗다,
스투,"대전에서 발견한 l u c k y 
  푸딩파르페, 클로버소다
 
 대전 선화동 오동빌 304호",3600,0,"5,682","['대전', '발견', '푸딩', '파르페', '클로버', '대전', '선화동', '오동', '빌다']",0,대전 발견 푸딩 파르페 클로버 대전 선화동 오동 빌다,
스투,자주쓰는 모나미 펜들 모아보기 。。,1300,0,"5,682","['자주', '쓰다', '모나미', '모으다', '보기']",0,자주 쓰다 모나미 모으다 보기,
스투,"가방 정보 많이 물어보시는데 ..
 저는 오프라인 매장에서 구매했어요
 아이패드 당근 들어가고
 조금 꾸역이지만 .. ?
 노트북 그램 15인치 꾸겨 넣기도 가넝 
 
  캘빈클라인진 CKJ 시티 나일론 백팩 DH3331 / DH3615",2100,0,"5,682","['가방', '정보', '많이', '물어보다', '오프라인', '매장', '구매', '아이패드', '당근', '들어가다', '조금', '꾸다', '이지만', '노트북', '그램', '인치', '꾸기다', '넣기', '가넝', '캘빈', '클라인', '시티', '나일론']",,가방 정보 많이 물어보다 오프라인 매장 구매 아이패드 당근 들어가다 조금 꾸다 이지만 노트북 그램 인치 꾸기다 넣기 가넝 캘빈 클라인 시티 나일론,1.0
스투,새로 산 운동화가 너무 코여워,1100,0,"5,682","['새롭다', '운동화', '너무']",0,새롭다 운동화 너무,
스투,여름 반팔티 위시 모음 zip 。。,1100,0,"5,682","['여름', '위시', '모음']",0,여름 위시 모음,
스투,"여기가 메론빵 천국 。。。
 
 을지로 아소토베이커리",3400,0,"5,682","['여기', '메론빵', '천국', '을지로', '베이커리']",0,여기 메론빵 천국 을지로 베이커리,
스투,나홀로 후쿠오카 여행 오오티디 모음 zip。。,558,0,"5,682","['홀로', '후쿠오카', '여행', '오오', '티디', '모음']",0,홀로 후쿠오카 여행 오오 티디 모음,
스투,"요거 아우터 니트 정보 많이 물어보셔서
 
  프롬비기닝
 > 캐롤 노르딕니트후드집업 (네이비) 입니당 ~ ♡",1200,0,"5,682","['아우', '니트', '정보', '많이', '물어보다', '프롬', '비기닝', '캐롤', '노르딕', '니트', '후드', '집업', '네이비']",,아우 니트 정보 많이 물어보다 프롬 비기닝 캐롤 노르딕 니트 후드 집업 네이비,0.0
스투,"성수 더네온문
 
 파르페가 이렇게 예쁠 수 있는거임?
 핑크소다도? 
 완존 빈티지 넉낌 지리구
 뭣보다 파르페 맛집이햐 ..",2300,0,"5,682","['성수', '네온', '파르페', '이렇게', '예쁘다', '핑크', '다도', '완존', '빈티', '지리', '보다', '파르페', '맛집']",,성수 네온 파르페 이렇게 예쁘다 핑크 다도 완존 빈티 지리 보다 파르페 맛집,0.0
스투,"대만 스타벅스 발렌타인 md ..
 하트가방 제발 저요 ·̫",3900,0,"5,682","['대만', '스타벅스', '발렌타인', '하트', '가방', '제발']",,대만 스타벅스 발렌타인 하트 가방 제발,0.0
스투,"행궁동에서.. 내가 좋아하는 여름 분위기 !!
 
 식당, 까몬 수원행궁본점
 당고네
 소품샵, 사소한 오예",1700,0,"5,682","['행궁동', '좋아하다', '여름', '분위기', '식당', '까몬', '행궁', '본점', '소품', '사소하다', '오예']",,행궁동 좋아하다 여름 분위기 식당 까몬 행궁 본점 소품 사소하다 오예,1.0
스투,뚜쥬 신상 메로나맛 메론빵 마쉿다。,1900,0,"5,682","['뚜쥬', '신상', '메로나', '메론빵', '마쉿다']",0,뚜쥬 신상 메로나 메론빵 마쉿다,
스투,"사랑이 하트가 가득한 카페。
 
 구월 피트인커피",1100,0,"5,682","['사랑', '하트', '가득하다', '카페', '구월', '피트', '커피']",,사랑 하트 가득하다 카페 구월 피트 커피,0.0
스투,"호캉스할 때 의외로 필요한 것 ..
 “얼초”",1900,0,"5,682","['호캉스할', '의외로', '필요하다', '얼초']",,호캉스할 의외로 필요하다 얼초,0.0
스투,여름 자전거 여행 。。in 대전,1000,0,"5,682","['여름', '자전거', '여행', '대전']",0,여름 자전거 여행 대전,
스투,"요즘 같은 날씨엔 ~
 느낌 죠은 체크셔츠 모아보기 。。",641,0,"5,682","['요즘', '같다', '날씨', '느낌', '죠은', '체크', '셔츠', '모으다', '보기']",,요즘 같다 날씨 느낌 죠은 체크 셔츠 모으다 보기,0.0
스투,"한여름에 가볍게 입기 좋은
 하늘하늘 위시리스트 모음 zip 。。。",709,0,"5,682","['한여름', '가볍다', '입다', '좋다', '하늘하늘', '위시', '리스트', '모음']",0,한여름 가볍다 입다 좋다 하늘하늘 위시 리스트 모음,
스투,"여수 착장 일년이 지난 지금까지도
 두고두고 엄청 물어보시는데
 풀착장 이만팔천원 초가성비룩인거 웃기다 ... https://x.com/PINKS2ODA/stat/PINKS2ODA/status/1540262263545704448…",1000,0,"5,682","['여수', '지난', '지금', '까지도', '두고두고', '엄청', '물어보다', '풀착', '이만팔천원', '초가', '성비', '인거', '웃기']",,여수 지난 지금 까지도 두고두고 엄청 물어보다 풀착 이만팔천원 초가 성비 인거 웃기,1.0
스투,자꾸아른거리는바람막이... 살까말까살까말까,583,0,"5,682","['자꾸', '아른거리다', '바람막이', '까맣다', '까맣다']",0,자꾸 아른거리다 바람막이 까맣다 까맣다,
스투,"딸기샤베트 카페는
  행궁동 사르르 sarr . . .",1700,0,"5,682","['딸기', '샤베트', '카페', '행궁동', '사르르']",0,딸기 샤베트 카페 행궁동 사르르,
스투,"예쁜 카페가 좋다고 말해 
  ㄴ 좋아 。。。
 
 구월 2DO",713,0,"5,682","['예쁘다', '카페', '좋다', '좋다', '구월']",,예쁘다 카페 좋다 좋다 구월,0.0
스투,"꾸준히 야금야금 다이어트 하는 사람의
 별 거없는 tip 。。
  일 년동안 총 -7kg 성공 !?
 
 지그재그 푸드 빅세일 기념
 다욧 간식, 음식 식단 추천 까지 ∩^ω^∩",738,0,"5,682","['꾸준하다', '야금야금', '다이어트', '사람', '없다', '동안', '성공', '지그재그', '푸드', '빅세일', '기념', '간식', '음식', '식단', '추천']",,꾸준하다 야금야금 다이어트 사람 없다 동안 성공 지그재그 푸드 빅세일 기념 간식 음식 식단 추천,1.0
스투,"새 지갑 왔다。。。！
 딱 생각하던 딸기 우유 색감이라
 실물이 더 맘에 들어 
 
  분크 Toque Balaca Card Wallet (토크 발라카 카드지갑)",1100,0,"5,682","['지갑', '오다', '생각', '딸기', '우유', '색감', '이라', '실물', '들다', '크다', '토크', '발라', '카드', '지갑']",,지갑 오다 생각 딸기 우유 색감 이라 실물 들다 크다 토크 발라 카드 지갑,0.0
스투,"피지컬 에듀케이션 
 여름대비 딸기향 낭낭한 반팔 티셔츠 겟 -",805,0,"5,682","['피지', '에듀', '케이', '여름', '대비', '딸기', '낭낭', '티셔츠']",0,피지 에듀 케이 여름 대비 딸기 낭낭 티셔츠,
스투,"#광고 #지그재그 여름 블프 기념
 소장하고 싶은 핑크 여름템 모음 。。。
 
 블프 기간은 [ 6/24 - 7/8 ]
 최대 98% + 최대 20% 쿠폰까지",490,0,"5,682","['광고', '지그재그', '여름', '블프', '기념', '소장', '하고', '싶다', '핑크', '여름', '모음', '블프', '기간', '최대', '최대', '쿠폰']",0,광고 지그재그 여름 블프 기념 소장 하고 싶다 핑크 여름 모음 블프 기간 최대 최대 쿠폰,
스투,"이거 반팔 뭐냐코 물어보시는데 。。
 핍스 반팔티예요 무신사에서 샀어용",421,0,"5,682","['물어보다', '핍스', '예요', '무신', '사다']",0,물어보다 핍스 예요 무신 사다,
TIN,"가을이 다가올때, 
 입어야지하는 프렌치 감성 스타일 타래",9800,0,"4,316","['가을', '다가오다', '입다', '프렌치', '감성', '스타일', '타래']",0,가을 다가오다 입다 프렌치 감성 스타일 타래,
TIN,"개강 안하는 휴학생이지만 또 내가 입고싶은 개강 데일리룩 모아보기 
 타래",11000,0,"4,316","['개강', '휴학생', '이지만', '입다', '개강', '일리', '모으다', '보기', '타래']",0,개강 휴학생 이지만 입다 개강 일리 모으다 보기 타래,
TIN,이것저것 모든 여름 스타일링 참고 사진들,7200,0,"4,316","['모든', '여름', '스타', '일링', '참고', '사진']",0,모든 여름 스타 일링 참고 사진,
TIN,시눈 신상들 너무 풀하우스 2000s 여름 감성 .. 풀풀,1100,0,"4,316","['신상', '너무', '풀하우스', '여름', '감성', '풀풀']",0,신상 너무 풀하우스 여름 감성 풀풀,
TIN,"가을에 꼭 비니를 쓰겠다며 ~ 
 
 비니 위시 타래 - ̗̀ ⸜՞•𖥦•՞⸝ ̖́-",1400,0,"4,316","['가을', '비니', '쓰다', '비니', '위시', '타래']",0,가을 비니 쓰다 비니 위시 타래,
TIN,프랑스 가서 참고 할 여름 코디,1400,0,"4,316","['프랑스', '가다', '참고', '여름', '코디']",0,프랑스 가다 참고 여름 코디,
TIN,"#지그재그 #광고 
 Like 오헤시오, 코이세이오, 허그유어스킨 st 좋아하는 사람의 
 
 도트 빈티지 ~.. 직잭- 위시 리스트",776,0,"4,316","['지그재그', '광고', '시오', '이오', '허그', '스킨', '좋아하다', '사람', '도트', '빈티', '직잭', '위시', '리스트']",0,지그재그 광고 시오 이오 허그 스킨 좋아하다 사람 도트 빈티 직잭 위시 리스트,
TIN,요새 너무 .. 끌리는 염색 ..컬러,1000,0,"4,316","['요새', '너무', '끌리다', '염색', '컬러']",0,요새 너무 끌리다 염색 컬러,
TIN,그렇게 코트 고민했는데 결국 다른 걸 사버린다.. 근데 이거 완전 제꺼라고 생각합니다 그래서 바로 결제를..,555,0,"4,316","['그렇게', '코트', '고민', '결국', '다른', '버리다', '근데', '완전', '생각', '그래서', '바로', '결제']",0,그렇게 코트 고민 결국 다른 버리다 근데 완전 생각 그래서 바로 결제,
TIN,겨울이 와도 핑크,602,0,"4,316","['겨울', '와도', '핑크']",0,겨울 와도 핑크,
TIN,나 또 쇼핑하는데 이건 정말 제꺼 아닌가요 안 살 수 없죠 없다고 말해조요..,351,0,"4,316","['쇼핑', '이건', '정말', '아니다', '없다', '없다', '해조']",0,쇼핑 이건 정말 아니다 없다 없다 해조,
TIN,"봄 맞이 스타일링 저장만 해두는 중 ..
 빨리 날씨 풀렸으면 당장 이렇게 입고 나가게",336,0,"4,316","['맞이', '스타', '일링', '저장', '두다', '빨리', '날씨', '풀리다', '당장', '이렇게', '입다', '나가다']",,맞이 스타 일링 저장 두다 빨리 날씨 풀리다 당장 이렇게 입다 나가다,0.0
TIN,여름엔 수박주스다 이말이여~,272,0,"4,316","['여름', '수박', '주스', '이여']",,여름 수박 주스 이여,0.0
TIN,여름 반팔 위시,276,0,"4,316","['여름', '위시']",0,여름 위시,
TIN,진짜 이렇게 입고 다닐 상상하면서 장바구니 담는 중,230,0,"4,316","['진짜', '이렇게', '입다', '다니다', '상상', '장바구니', '담다']",,진짜 이렇게 입다 다니다 상상 장바구니 담다,0.0
TIN,이번년도 사계절 상관없이 입고 싶은 코디 모아놨는데 내 취향이 뭘까 …?,198,0,"4,316","['이번', '년도', '사계절', '상관없다', '입다', '싶다', '코디', '모으다', '취향', '끄다']",,이번 년도 사계절 상관없다 입다 싶다 코디 모으다 취향 끄다,0.0
TIN,5월 장바구니 최초 공개 ͜ (^ ̮ ^)›,145,0,"4,316","['장바구니', '최초', '공개']",0,장바구니 최초 공개,
TIN,핏이 너무 궁금한 티셔츠,161,0,"4,316","['너무', '궁금하다', '티셔츠']",0,너무 궁금하다 티셔츠,
TIN,이 코디 그대로 사버림.. 여름이 다가왔지만 최대한 빨리 입어볼거야,181,0,"4,316","['코디', '그대로', '버리다', '여름', '다가오다', '최대한', '빨리', '입어보다']",,코디 그대로 버리다 여름 다가오다 최대한 빨리 입어보다,0.0
TIN,꽤나 맘에 드는 티셔츠,73,0,"4,316","['들다', '티셔츠']",0,들다 티셔츠,
TIN,민트 핫초코 맛있다 !,232,0,"4,316","['민트', '핫초코', '맛있다']",,민트 핫초코 맛있다,0.0
TIN,"지그재그 여름 블프 (6/24 ~ 7/8) 기념 그동안 여름 맞이 추천 템 & 위시 소개 타래 (っ* ॑꒳ ॑*)╮
 #지그재그 #광고",128,0,"4,316","['지그재그', '여름', '블프', '기념', '그동안', '여름', '맞이', '추천', '위시', '소개', '타래', '지그재그', '광고']",0,지그재그 여름 블프 기념 그동안 여름 맞이 추천 위시 소개 타래 지그재그 광고,
TIN,여름 다방,107,0,"4,316","['여름', '다방']",0,여름 다방,
TIN,키링 또 샀네 하루,28,0,"4,316","['키링', '사다', '하루']",0,키링 사다 하루,
TIN,뉴 슈퍼스타 신고 ~,55,0,"4,316","['슈퍼스타', '신고']",0,슈퍼스타 신고,
TIN,오늘밤 세계에서 이 사랑이 사라진다 해도 .. 이거 본 사람 없나요 진짜 생각보다 여운이 오래가네 .. 토루군,169,0,"4,316","['오늘밤', '세계', '사랑', '사라지다', '해도', '보다', '사람', '없다', '진짜', '생각', '보다', '여운', '오래', '가다', '토루군']",,오늘밤 세계 사랑 사라지다 해도 보다 사람 없다 진짜 생각 보다 여운 오래 가다 토루군,1.0
TIN,가을 점퍼는 최고임 ~,62,0,"4,316","['가을', '점퍼', '최고']",0,가을 점퍼 최고,
