계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링,0,1,ID
Reve,"🍀아이소이 아크네 닥터 1st 스피디 마스크팩
🍀판테놀->어성초->병풀추출물
->장미오일 차례대로 고함량
🍀에탄올이 들어가 있지만 
아이소이에서 자체 개발한 자연 친화적인 성분인걸로 알고 있음
🍀피부 뒤집어진 분들 이 팩 사서
보습 크림만 발라도 회복 가능",0,0,1만,"['아이', '소이', '아크네', '닥터', '피디', '마스크', '파다', '어성초', '병풀', '추출', '장미', '오일', '차례대로', '함량', '에탄올', '들어가다', '아이', '소이', '자체', '개발', '자연', '성분', '인걸', '피부', '뒤집어지다', '분들', '사서', '보습', '크림', '발라', '회복', '가능']",1,아이 소이 아크네 닥터 피디 마스크 파다 어성초 병풀 추출 장미 오일 차례대로 함량 에탄올 들어가다 아이 소이 자체 개발 자연 성분 인걸 피부 뒤집어지다 분들 사서 보습 크림 발라 회복 가능,1,939,939,@3bLA89
Reve,"요즘 잘쓰는 립조합
제발 글로우 픽싱 틴트 신컬러 
나와쓰면ㅜㅜㅜ
형광기x 예쁜 봄웜컬러로 
제발 1호보다 채도 있게 
제발",0,0,1만,"['요즘', '잘쓰다', '조합', '제발', '로우', '픽싱', '틴트', '컬러', '와쓰', '광기', '예쁘다', '봄웜컬러', '제발', '호보', '채도', '제발']",1,요즘 잘쓰다 조합 제발 로우 픽싱 틴트 컬러 와쓰 광기 예쁘다 봄웜컬러 제발 호보 채도 제발,,939,939,@3bLA89
Reve,"🍀비플레인 녹두 모공 클레이 팩🍀
->여름마다 늘어지는 모공 잡기 딱 좋음
->자극적이지 않고 흡착력도 좋음
->1주일 1~2회 추천",2,0,1만,"['플레인', '녹두', '모공', '클레이', '여름', '마다', '늘어지다', '모공', '잡기', '좋다', '자극', '이지', '않다', '흡착', '좋다', '주일', '추천']",1,플레인 녹두 모공 클레이 여름 마다 늘어지다 모공 잡기 좋다 자극 이지 않다 흡착 좋다 주일 추천,,939,939,@3bLA89
Reve,강추템 ->시드물 닥터트럽 정크크림 ->빡빡한 제형감 사용감 개후짐 ->정크 크림 특성상 모공이 막힐 수 있음 2~3번만 사용 or 밤에만 사용 ->에크논 크림에 1대 1로 믹스 ->진정 효과 극대화 ->사용감도 나아짐,1,0,1만,"['강추템', '시드', '닥터', '트럽', '크다', '크림', '빡빡', '형감', '용감', '개후짐', '크다', '크림', '특성', '모공', '막히다', '번만', '사용', '에만', '사용', '에크', '크림', '대다', '믹스', '진정', '효과', '대화', '용감', '나아지다']",1,강추템 시드 닥터 트럽 크다 크림 빡빡 형감 용감 개후짐 크다 크림 특성 모공 막히다 번만 사용 에만 사용 에크 크림 대다 믹스 진정 효과 대화 용감 나아지다,,939,939,@3bLA89
Reve,->디어클레어스 미드나잇 블루 유스 액티베이팅 드롭 ->Egf 성분 최대 함유 ->피부 재생 효과적(트러블 흔적케어용) ->감초줄렌 함유 ->홍조+트러블 진정됨,1,0,1만,"['디어', '클레', '어스', '미드나잇', '블루', '유스', '액티', '베이', '드롭', '성분', '최대', '함유', '피부', '재생', '효과', '트러블', '흔적', '케어', '감초', '줄렌', '함유', '홍조', '트러블', '진정', '되다']",1,디어 클레 어스 미드나잇 블루 유스 액티 베이 드롭 성분 최대 함유 피부 재생 효과 트러블 흔적 케어 감초 줄렌 함유 홍조 트러블 진정 되다,1,939,939,@3bLA89
Reve,"요->마스크팩
->아이소이 아크닉 닥터1st스피드
마스크팩
->만지면 따가운 피부는 병원 가야하지만
그때 병원 다니면서 이거 써주면 직빵",2,0,1만,"['마스크', '소이', '아크', '닥터', '스피드', '마스크', '지면', '따갑다', '피부', '병원', '가야', '그때', '병원', '다니다', '써주다', '직빵']",1,마스크 소이 아크 닥터 스피드 마스크 지면 따갑다 피부 병원 가야 그때 병원 다니다 써주다 직빵,1,939,939,@3bLA89
Reve,"->겨울용 수부지 앰플
->허스텔러 리틀 드롭 카밍 데이즈 앰플
->카렌둘라꽃추출물
->진정과 홍조 진정 효과
->유수분 밸러스 잡아줌",1,0,1만,"['겨울', '부지', '앰플허', '스텔러', '리틀', '드롭', '카밍', '데이즈', '카렌', '두르다', '추출', '진정', '홍조', '진정', '효과', '유수', '밸러스', '잡다']",1,겨울 부지 앰플허 스텔러 리틀 드롭 카밍 데이즈 카렌 두르다 추출 진정 홍조 진정 효과 유수 밸러스 잡다,1,939,939,@3bLA89
Reve,"실제 발색
->손웜수템
코랄핑크 색상 
->퓨어 코랄 
코랄 색상 
안묻어나는 제형 
물막 현상 오래 안감
->누디오렌지
당근 주스 색상 
입술이 푸른 사람한테 추천",3,0,1만,"['실제', '발색손웜수템', '코랄', '핑크', '색상', '퓨어', '코랄', '코랄', '색상', '묻다', '물막', '현상', '오래', '안감', '누디', '오렌지', '당근', '주스', '색상', '입술', '푸른', '사람', '한테', '추천']",0,실제 발색손웜수템 코랄 핑크 색상 퓨어 코랄 코랄 색상 묻다 물막 현상 오래 안감 누디 오렌지 당근 주스 색상 입술 푸른 사람 한테 추천,0,939,939,@3bLA89
Reve,"⭐️에이블리 타래⭐️
->On94케이스 
에이블리에서 20% 쿠폰 줌
키링이랑 맥세이프지갑 포함해서 
만원 초반 때
->디크 틴브러쉬 버뮤다 데님팬츠
비 오늘 날 무조건 반바지 추구미리서 
핏도 예쁘고 쿠폰 뿌릴때 3만원로 구매함",1,0,1만,"['에이', '블리', '타래', '케이스', '에이블리', '쿠폰', '줌키링', '이랑', '세이프', '지갑', '포함', '만원', '초반', '때디', '크다', '브러쉬', '버뮤다', '데님', '팬츠', '오늘', '무조건', '반바지', '추구', '미리', '예쁘다', '쿠폰', '뿌리다', '원로', '구매']",0,에이 블리 타래 케이스 에이블리 쿠폰 줌키링 이랑 세이프 지갑 포함 만원 초반 때디 크다 브러쉬 버뮤다 데님 팬츠 오늘 무조건 반바지 추구 미리 예쁘다 쿠폰 뿌리다 원로 구매,0,939,939,@3bLA89
𝙊𝙆𝘼𝙎𝙄𝘼,"둘이 경쟁의식 더 느껴서 할인 ㅈㄴ많이해주라

일단 매일쓸수잇는 쿠폰을 주엇기에 무뷰를 응원하겟음",35,0,545,"['경쟁', '의식', '느끼다', '할인', '많이', '해주', '일단', '매일', '쓸다', '잇다', '쿠폰', '기다', '무뷰', '원하다']",1,경쟁 의식 느끼다 할인 많이 해주 일단 매일 쓸다 잇다 쿠폰 기다 무뷰 원하다,1,939,939,@okas_ia
𝙊𝙆𝘼𝙎𝙄𝘼,"저도 이거 쓰고 있는데 진심 좋습니다
습관성 미스트의 중요성은 
가을 겨울에 진짜 의식해서라도 해줘야만..
주기적으로 살포해주면 피부 상태가
매우매우 촉촉.. 속건조가 사라짐",3000,0,"6,230","['쓰다', '진심', '좋다', '습관성', '미스트', '중요성', '가을', '겨울', '진짜', '의식', '해주다', '기적', '살포', '해주다', '피부', '상태', '매우', '매우', '촉촉', '건조', '사라지다']",1,쓰다 진심 좋다 습관성 미스트 중요성 가을 겨울 진짜 의식 해주다 기적 살포 해주다 피부 상태 매우 매우 촉촉 건조 사라지다,,939,939,@okas_ia
neko,"이거 한 콧 올리고 
하루종일 립오일바르면
집돌아온뒤에도
전원생존하셧습니다. 축하드립니다.됨",73,0,"1,037","['올리다', '하루', '종일', '오일', '바르다', '돌아오다', '에도', '전원', '생존', '셧습', '축하', '드리다', '되다']",1,올리다 하루 종일 오일 바르다 돌아오다 에도 전원 생존 셧습 축하 드리다 되다,1,939,939,@sakaoii
neko,"아니 더샘 이런 걸 냇으면서 홍보를 안 햇다구요?? ㅠㅠ 나 왜 이제 알았지
전진 후진 다 되는 용기래요 2호 4호 장바구니에 담앗음...... 완전 흥미로워요",600,0,"1,037","['아니다', '더샘', '이렇다', '냇으면', '홍보', '이제', '알다', '후진', '되다', '용다', '장바구니', '담다', '완전', '흥미롭다']",1,아니다 더샘 이렇다 냇으면 홍보 이제 알다 후진 되다 용다 장바구니 담다 완전 흥미롭다,1,939,939,@sakaoii
neko,"딸기칩스모어 보구 왓다~~ 
일반 카메라예요
질감 확실히 개선됨......... 
예뻐 ㅠ ㅠ 생각보다 쿨멤버십과 비슷해 보였다",3,0,"1,037","['딸기', '칩스', '모어', '보구', '왓다', '일반', '카메라', '예요', '질감', '확실하다', '개선', '되다', '예쁘다', '생각', '보다', '멤버십', '비슷하다', '보이다']",1,딸기 칩스 모어 보구 왓다 일반 카메라 예요 질감 확실하다 개선 되다 예쁘다 생각 보다 멤버십 비슷하다 보이다,1,939,939,@sakaoii
neko,"누나들 주말이니까 자랑 좀 하께요
제가 위시였던 져지를 드디오 삿어요 ♡",0,0,"1,037","['누나', '주말', '이니까', '자랑', '위시', '져지', '디오', '삿어']",1,누나 주말 이니까 자랑 위시 져지 디오 삿어,1,939,939,@sakaoii
neko,"누나들 전 화장품만큼
향수도 좋아한답니다……..
제 최애 향수는 디올 블루밍 부케예요
흔하지만 제일 이미지랑 잘 어울린다는 소리를 마니 들엇꼬…
저 블루밍 부케 풀세트 잇오요
헤어미스트 향수 사이즈 별로… 롤온 트래블키트 바디크림 등등………..
누나들 최애 향수는 먼가요",1,0,"1,037","['누나', '화장품', '만큼', '향수', '좋아하다', '최애', '향수', '디올', '블루', '부케', '예요', '흔하다', '제일', '이미지', '자다', '어울리다', '소리', '말다', '들엇꼬저', '블루', '부케', '세트', '잇다', '헤어', '미스트', '향수', '사이즈', '별로', '롤온', '트래블', '키트', '바디', '크림', '등등', '누나', '최애', '향수', '멀다']",1,누나 화장품 만큼 향수 좋아하다 최애 향수 디올 블루 부케 예요 흔하다 제일 이미지 자다 어울리다 소리 말다 들엇꼬저 블루 부케 세트 잇다 헤어 미스트 향수 사이즈 별로 롤온 트래블 키트 바디 크림 등등 누나 최애 향수 멀다,1,939,939,@sakaoii
neko,"요기다가 기존 뉴트럴 복숭아 립 모음 두 번째도 잇오요
다른 것도 많긴 함..... 암튼
더 많이 요청 주신 것 먼저 들구 오께요~~~~",0,0,"1,037","['요기', '다가', '기존', '뉴트럴', '복숭아', '모음', '잇다', '다른', '많다', '암튼', '많이', '요청', '주신', '먼저', '들다', '오다']",1,요기 다가 기존 뉴트럴 복숭아 모음 잇다 다른 많다 암튼 많이 요청 주신 먼저 들다 오다,1,939,939,@sakaoii
neko,"봄웜에서 여쿨까지... 
쌩얼 립 완전 가능
복숭아 립들 ♡",588,0,"1,037","['봄웜', '쌩얼', '완전', '가능', '복숭아']",0,봄웜 쌩얼 완전 가능 복숭아,0,939,939,@sakaoii
neko,"백도 같은 쿨 복숭아 립들 ㅎ ㅎ
광이 참 예뻐요...........",203,0,"1,037","['백도', '같다', '복숭아', '차다', '예쁘다']",0,백도 같다 복숭아 차다 예쁘다,0,939,939,@sakaoii
neko,"아 이거 진짜 예쁜데 왜 안 쓰지
아 진짜 예쁜데............ 하
누나들 제발 한 번만 테스트 좀 해 주세요",45,0,"1,037","['진짜', '예쁘다', '쓰다', '진짜', '예쁘다', '누나', '제발', '번만', '테스트', '줄다']",0,진짜 예쁘다 쓰다 진짜 예쁘다 누나 제발 번만 테스트 줄다,0,939,939,@sakaoii
neko,"자주 쓰는
핑크 애굣살 만들기 용도의 펜슬 ㅎ ㅎ",40,0,"1,037","['자주', '쓰다', '핑크', '애굣살', '만들기', '용도', '펜슬']",0,자주 쓰다 핑크 애굣살 만들기 용도 펜슬,0,939,939,@sakaoii
neko,"올영에서 테스트해 볼 수 잇는
립펜슬들입니다...
정보 적어서 같이 올려용",31,0,"1,037","['테스트', '잇다', '립펜슬', '들이다', '정보', '적다', '같이', '올리다']",0,테스트 잇다 립펜슬 들이다 정보 적다 같이 올리다,0,939,939,@sakaoii
neko,"포인트 립으로 자주 쓰는
백화점 립 네 개...",15,0,"1,037","['포인트', '자주', '쓰다', '백화점']",0,포인트 자주 쓰다 백화점,0,939,939,@sakaoii
neko,"너무 예뿌죠
아직 안 뜯은 것도 많고 배송 중인 것도 많고... 발색을 잘못 해서 손바닥에 다 안 들어가요",8,0,"1,037","['너무', '아직', '뜯다', '많다', '배송', '중인', '많다', '발색', '잘못', '손바닥', '들어가다']",0,너무 아직 뜯다 많다 배송 중인 많다 발색 잘못 손바닥 들어가다,0,939,939,@sakaoii
neko,"질스튜어트랑 투페이스드 디자인을
정말 좋아함..............
예쁘고 공주 같애
내가 공주님이라니",4,0,"1,037","['스튜어트', '투페이스', '디자인', '정말', '좋아하다', '예쁘다', '공주', '같다', '애내', '공주', '이라니']",0,스튜어트 투페이스 디자인 정말 좋아하다 예쁘다 공주 같다 애내 공주 이라니,0,939,939,@sakaoii
neko,"립이 아니구 스틱 블러셔예요.ᐟ.ᐟ 혼란을 드린 것 같아서 죄송해요 ㅠㅠ
디올 스틱 글로우 블러쉬 865 핑크 글로우 제품입니다 한정 제품이었어요
매물 꽤 많아서 구하시려면 구하실 수 있을 거예요.ᐟ",4,0,"1,037","['아니다', '스틱', '블러셔', '예요', '혼란', '드리다', '같다', '죄송하다', '디올', '스틱', '로우', '블러', '핑크', '로우', '제품', '한정', '제품', '매물', '많다', '예요']",0,아니다 스틱 블러셔 예요 혼란 드리다 같다 죄송하다 디올 스틱 로우 블러 핑크 로우 제품 한정 제품 매물 많다 예요,0,939,939,@sakaoii
neko,"♡ 샤넬 루즈 코코 플래시
91 보헴
92 아무르
118 프리즈",0,0,"1,037","['샤넬', '루즈', '코코', '플래시', '보헴', '아무르', '프리즈']",0,샤넬 루즈 코코 플래시 보헴 아무르 프리즈,0,939,939,@sakaoii
neko,"에스쁘아 레어 로지........
오버립갓템?이라는데그건모르겟고 참예뻐요..........",3,0,"1,037","['에스쁘', '레어', '로지', '오버', '그건', '모르다', '차다', '예쁘다']",0,에스쁘 레어 로지 오버 그건 모르다 차다 예쁘다,0,939,939,@sakaoii
neko,더샘 새미스 크레마 벨벳 립스틱이에요.ᐟ,3,0,"1,037","['더샘', '미스', '크레마', '벨벳', '립스틱', '이에요']",0,더샘 미스 크레마 벨벳 립스틱 이에요,0,939,939,@sakaoii
neko,고명도 쿨 핑크 블러셔 없으면 죽음…,0,0,"1,037","['고명', '핑크', '블러셔', '없다', '죽음']",0,고명 핑크 블러셔 없다 죽음,0,939,939,@sakaoii
𝙢𝙪𝙧,"시술 정보도 불편할만큼 적나라하게

장단점 딱딱 꾸밈없이 다 알려주셔요

전적으로 믿으셔도 됩니다 

당장 3개월뒤에 마흔이심😟",410,0,377,"['시술', '정보', '불편하다', '적나라하다', '장단점', '꾸밈', '없이', '알다', '전적', '믿다', '되다', '당장', '개월뒤', '마흔', '이심']",1,시술 정보 불편하다 적나라하다 장단점 꾸밈 없이 알다 전적 믿다 되다 당장 개월뒤 마흔 이심,,939,939,@ohhhpu
me,"핍스 체육학과 교수님 맞추기 이벤트 하는데 이거 🏸🍊좋아하는 거면 세븐틴 ㅅㄱ 아님??

https://instagram.com/reel/DBSVkeyJkhh/?igsh=aHRyNXNsdzlieXc4",5,0,"1,106","['핍스', '체육', '학과', '교수', '맞추다', '이벤트', '좋아하다', '세븐', '아니다']",0,핍스 체육 학과 교수 맞추다 이벤트 좋아하다 세븐 아니다,0,939,939,@berryveryhe__
Jyu!,알란테놀 재생크림 2주동안 매일 써본 후기 까놓고 솔직하게 장단점 써볼게요 장점- 민감성 피부라 스치기만 해도 여드름 나는데 이거 아침 저녁으로 바르니까 바로 가라앉음 단점 – 이거 믿고 화장 안지우고 자는 버릇 생김,110,0,251,"['알란', '테놀', '재생', '크림', '동안', '매일', '써다', '보다', '후기', '끄다', '솔직하다', '장단점', '써다', '보다', '장점', '민감', '피부', '스치다', '해도', '여드름', '나다', '아침', '저녁', '바르다', '바로', '가라앉다', '단점', '믿다', '화장', '안지우', '자다', '버릇', '생기다']",1,알란 테놀 재생 크림 동안 매일 써다 보다 후기 끄다 솔직하다 장단점 써다 보다 장점 민감 피부 스치다 해도 여드름 나다 아침 저녁 바르다 바로 가라앉다 단점 믿다 화장 안지우 자다 버릇 생기다,1,939,939,@itisjuyjuy
Jyu!,"고운가루같은게 들어있어서 각질도 같이 제거되더라고요
민감성 피부인데 아침저녁으로 매일 써도 자극은 딱히 안느껴져요",11,0,251,"['곱다', '가루', '같다', '들다', '각질', '같이', '제거', '되다', '민감', '피부', '아침', '저녁', '매일', '써다', '자극', '딱하다', '느껴지다']",1,곱다 가루 같다 들다 각질 같이 제거 되다 민감 피부 아침 저녁 매일 써다 자극 딱하다 느껴지다,1,939,939,@itisjuyjuy
Jyu!,"고운가루같은게 들어있어서 각질도 같이 제거되더라고요
민감성 피부인데 아침저녁으로 매일 써도 자극은 딱히 안느껴져요",11,0,251,"['곱다', '가루', '같다', '들다', '각질', '같이', '제거', '되다', '민감', '피부', '아침', '저녁', '매일', '써다', '자극', '딱하다', '느껴지다']",1,곱다 가루 같다 들다 각질 같이 제거 되다 민감 피부 아침 저녁 매일 써다 자극 딱하다 느껴지다,,939,939,@itisjuyjuy
iris,"오늘의 음료는
무블 누나가 말해서 갑자기 땡긴 자바 칩 프라푸치노..
50퍼 할인 받아서 먹음

정말 계속 얘기하지만 개인컵 쓰시는 분들? 무조건 벤티 말고 그란데로 시키세요 양이 똑같다고,…",1500,0,"7,113","['오늘', '음료', '무블', '누나', '갑자기', '땡기다', '자바', '프라', '푸다', '치다', '할인', '받다', '먹음', '정말', '계속', '얘기', '개인', '쓰시', '분들', '무조건', '베다', '말고', '그란', '시키다', '똑같다']",1,오늘 음료 무블 누나 갑자기 땡기다 자바 프라 푸다 치다 할인 받다 먹음 정말 계속 얘기 개인 쓰시 분들 무조건 베다 말고 그란 시키다 똑같다,1,939,939,@irisshopped
iris,"저는 아이폰 기본 설정에서 볼드체를 끄는 시도를 이미 해보았답니다
앱도 지웠다 깔아봤어요
지금은 그냥 체념하고 있지만 해결 방법을 아시는 분은 인용으로 알려주시길..",416,0,"7,113","['아이폰', '기본', '설정', '볼드', '끄다', '시도', '이미', '해보다', '지우다', '깔다', '보다', '지금', '그냥', '체념하다', '해결', '방법', '아시', '인용', '알다']",1,아이폰 기본 설정 볼드 끄다 시도 이미 해보다 지우다 깔다 보다 지금 그냥 체념하다 해결 방법 아시 인용 알다,1,939,939,@irisshopped
iris,"자 내일 해야 되는 거 정리해서 아르켜줄게
오전 10시 올영에서 웨메 블러셔 선착순 100원 딜
오전 11시 무신사 미친 럭키박스
끝이야
다들 민첩한 하루 되길",510,0,"7,113","['내일', '되다', '정리', '아르', '켜다', '오전', '웨메', '블러셔', '선착순', '오전', '물다', '미치다', '럭키', '박스', '야다', '민첩하다', '하루', '되다']",1,내일 되다 정리 아르 켜다 오전 웨메 블러셔 선착순 오전 물다 미치다 럭키 박스 야다 민첩하다 하루 되다,1,939,939,@irisshopped
iris,"왜 자꾸 가격을 잘못 노출시키는 거임?
ㅆㅂ 판매자 사유로 취소시키는 거면 보상을 해주던가
구매자 단순 변심 환불은 왕복 배송비까지 지불시키면서 판매자들도 실수했을 때 뭔가 손해보는 게 있어야 첨부터 가격 설정을 잘 할 거 아냐
엣 실수했네 그래서 취소했음 ㅇㅇ 하고 통보하면 끝이냐고",1300,0,"7,113","['자꾸', '가격', '잘못', '노출', '시키다', '거임', '판매', '사유', '취소', '시키다', '보상', '해주다', '구매', '단순', '변심', '환불', '왕복', '배송비', '지불', '시키다', '판매', '실수', '뭔가', '해보다', '첨부', '가격', '설정', '자다', '아냐엣', '실수', '그래서', '취소', '통보', '이냐']",1,자꾸 가격 잘못 노출 시키다 거임 판매 사유 취소 시키다 보상 해주다 구매 단순 변심 환불 왕복 배송비 지불 시키다 판매 실수 뭔가 해보다 첨부 가격 설정 자다 아냐엣 실수 그래서 취소 통보 이냐,1,939,939,@irisshopped
iris,"내가 사려고 쓰는
올영 온라인몰 웨이크메이크X우알롱 기획전

9월 9일부터 선착순으로 코팅밤 기획/ 워터 벨벳 파데 기획/ 파우더 기획 중에 아무거나 사면 우알롱 모자 증정 (색상, 사이즈 랜덤)

N개 사면 N개 증정이라고 하니
사는 갯수만큼 주는 것 같네요",178,0,"7,113","['사려', '쓰다', '온라인', '몰다', '웨이', '크다', '메이크', '알롱', '기획', '전월', '선착순', '코팅', '기획', '워터', '벨벳', '파다', '기획', '파우더', '기획', '아무', '거나', '사면', '알롱', '모자', '증정', '색상', '사이즈', '랜덤', '사면', '증정', '이라고', '하니', '살다', '갯수', '만큼', '주다', '같다']",1,사려 쓰다 온라인 몰다 웨이 크다 메이크 알롱 기획 전월 선착순 코팅 기획 워터 벨벳 파다 기획 파우더 기획 아무 거나 사면 알롱 모자 증정 색상 사이즈 랜덤 사면 증정 이라고 하니 살다 갯수 만큼 주다 같다,1,939,939,@irisshopped
iris,"코스메 특가 정보 공유방…
오로지 특가 정보만 공유하는 방이에욧
구독계들도 환영입니데이

Start an Open Chat on KakaoTalk!
Tap the link to get started.

특가에 의한, 특가를 위한 정보 공유방..
https://open.kakao.com/o/gdp7UGNg",32,0,"7,113","['코스', '정보', '유방', '오로지', '정보', '공유', '방이', '구독', '환영', '특가', '의하다', '특가', '정보', '유방']",1,코스 정보 유방 오로지 정보 공유 방이 구독 환영 특가 의하다 특가 정보 유방,1,939,939,@irisshopped
iris,"아니 싱섀 붐 좋은데 왜케 비싼지.. 이해가 않되요
프아팔 기준 12구 팔레트가 34000원인데
그럼 하나당 3천원 정도 아닌가
싱섀가 더 양이 많아서? 그럼 작게 만들어주세요..
케이스값 포함한다 쳐도 싱섀 8천원 ㅇㅈㄹ인 가격 보면 이해할 수가 없음…

싸게 내주셨으면 조켄네요..",30,0,"7,113","['아니다', '싱섀', '좋다', '왜케', '비싸다', '이해', '않다', '기준', '팔레트', '그렇다', '하나', '천원', '정도', '아니다', '싱섀', '많다', '그렇다', '작다', '만들다', '케이스', '포함', '치다', '싱섀', '천원', '가격', '보다', '이해', '수가', '없다', '싸다', '내주다']",1,아니다 싱섀 좋다 왜케 비싸다 이해 않다 기준 팔레트 그렇다 하나 천원 정도 아니다 싱섀 많다 그렇다 작다 만들다 케이스 포함 치다 싱섀 천원 가격 보다 이해 수가 없다 싸다 내주다,1,939,939,@irisshopped
iris,"근데 저도 프롬리에 그렇게 좋진 않았음…
제품력도 모르겠거니와 가성비를 생각하면 별로였답니다…
유분감이 생각보다 많이 느껴져서
단독으로 바를 땐 ㄱㅊ지만 화장 전에 바르기엔 오바입니다…",27,0,"7,113","['근데', '프롬', '그렇게', '좋다', '않다', '제품', '모르다', '가성', '생각', '별로', '생각', '보다', '많이', '느껴지다', '단독', '바르다', '지만', '화장', '바르다']",1,근데 프롬 그렇게 좋다 않다 제품 모르다 가성 생각 별로 생각 보다 많이 느껴지다 단독 바르다 지만 화장 바르다,1,939,939,@irisshopped
iris,"만 14-19세 여러분
내일부터 올영 1419데이가 시작됩니다
이번 혜택은 필리밀리 중심인 것 같음
키티 콜라보 안 사신 분들은 지금이에요!!
이번 달엔 키트 대신 100원 딜 쿠폰이 생긴 듯..",16,0,"7,113","['여러분', '내일', '데이', '시작', '되다', '이번', '혜택', '피다', '밀리', '중심', '같다', '키티', '콜라보', '사신', '지금', '이에요', '이번', '키트', '대신', '쿠폰', '생기다']",1,여러분 내일 데이 시작 되다 이번 혜택 피다 밀리 중심 같다 키티 콜라보 사신 지금 이에요 이번 키트 대신 쿠폰 생기다,1,939,939,@irisshopped
iris,"릴스 보다가 쉐딩 지속력 높이는 꿀팁을 발견함
쉐딩 색의 아이프라이머를 양조절 잘 해서 코에 바르고 그 위에 가루타입 쉐딩을 얹기
아이프라이머가 섀도우 발색력이랑 지속력 높여주는 효과가 있으니까 저렇게 하면 쉐딩 지속력 높아질 것 같긴 하네요
이거 알고 있으면 여름에 쓰기 좋을 듯..",22,0,"7,113","['릴스', '보다', '쉐딩', '지속', '높이다', '꿀팁', '발견', '쉐딩', '아이', '프라이머', '조절', '자다', '바르다', '가루', '타입', '쉐딩', '얹다', '프라이머', '섀도우', '색력', '이랑', '지속', '높이다', '효과', '저렇게', '쉐딩', '지속', '높아지다', '같다', '여름', '쓰기', '좋다']",1,릴스 보다 쉐딩 지속 높이다 꿀팁 발견 쉐딩 아이 프라이머 조절 자다 바르다 가루 타입 쉐딩 얹다 프라이머 섀도우 색력 이랑 지속 높이다 효과 저렇게 쉐딩 지속 높아지다 같다 여름 쓰기 좋다,1,939,939,@irisshopped
iris,"음..? 뭐 인심 쓰듯이 말하네…
지들이 많이 주겠다고 >짐승용량<으로 한껏 마케팅해놓고 …..
저 분의 홍보와 멘트는 볼수록 이해가 안 됨",15,0,"7,113","['인심', '쓰다', '들이다', '많이', '주다', '짐승', '용량', '한껏', '마케팅', '홍보', '멘트', '보다', '이해', '되다']",1,인심 쓰다 들이다 많이 주다 짐승 용량 한껏 마케팅 홍보 멘트 보다 이해 되다,1,939,939,@irisshopped
iris,"누나들
특가라고 다 사지 마시고
이성적 판단을 하시길 바랍니다",26,0,"7,113","['누나', '가라', '사지', '말다', '성적', '판단', '바라다']",1,누나 가라 사지 말다 성적 판단 바라다,1,939,939,@irisshopped
iris,"근데 바닐라코 파우더 진짜 좋음……..

수정화장 개귀찮아해서 등교하기 전에 하고 립을 제외한 화장은 수정 안 하는데 하교 후까지 얼굴이 뽀송했던 파우더는 얘밖에 없었음

다들 꼭 써보길….",6,0,"7,113","['근데', '바닐라코', '파우더', '진짜', '좋다', '정화', '귀찮다', '아해', '등교', '제외', '화장', '수정', '하교', '얼굴', '뽀송하다', '파우더', '밖에', '없다', '들다', '써다', '보다']",1,근데 바닐라코 파우더 진짜 좋다 정화 귀찮다 아해 등교 제외 화장 수정 하교 얼굴 뽀송하다 파우더 밖에 없다 들다 써다 보다,1,939,939,@irisshopped
iris,"에뛰드 젤리팡 컬렉션

위부터 엔젤빔 팡 / 내 마음을 돌려줘 / 빙산의 일각 순

엔젤빔 팡이랑 빙산의 일각이 입자도 크고 빔 뽝!!!! 이고 내 마음을 돌려줘는 >상대적으로< 은은한 청보라빔..

빙산의 일각은 생각보다 밑색이 안 올라왔어요
셋 다 눈 앞머리에 바르면 예쁠 것 같아서 기대됨.. ♡",7,0,"7,113","['에뛰드', '젤리', '컬렉션', '엔젤', '마음', '돌려주다', '빙산', '일각', '엔젤', '이랑', '빙산', '일각', '입자', '크다', '마음', '돌려주다', '상대', '은은하다', '보라', '빙산', '일각', '생각', '보다', '밑색', '올라오다', '앞머리', '바르다', '예쁘다', '같다', '기대', '되다']",1,에뛰드 젤리 컬렉션 엔젤 마음 돌려주다 빙산 일각 엔젤 이랑 빙산 일각 입자 크다 마음 돌려주다 상대 은은하다 보라 빙산 일각 생각 보다 밑색 올라오다 앞머리 바르다 예쁘다 같다 기대 되다,1,939,939,@irisshopped
iris,"코스노리 3500원 특가 예정인가 봐요!!
립펜슬은 15일 오전 11시부터
쿠션은 16일 오전 11시부터 판매",18,0,"7,113","['코스', '노리', '예정', '인가', '봐요립펜슬', '오전', '쿠션', '오전', '판매']",1,코스 노리 예정 인가 봐요립펜슬 오전 쿠션 오전 판매,1,939,939,@irisshopped
iris,"누나들 네이버 웹툰 보면 에이블리 포인트 쿠키로 교환하세용
가끔 열리는데 얼마 전에 배민 열리더니 지금은 쿠키로 바꿀 수 있음",7,0,"7,113","['누나', '네이버', '웹툰', '보다', '에이', '블리', '포인트', '쿠키', '교환', '가끔', '열리다', '얼마', '배민', '열리다', '지금', '쿠키', '바꾸다']",1,누나 네이버 웹툰 보다 에이 블리 포인트 쿠키 교환 가끔 열리다 얼마 배민 열리다 지금 쿠키 바꾸다,1,939,939,@irisshopped
